Exame,Case,Class,ImageCheckSum,ImagePathName,ImageShapeR,ImageShapeC,ImageShapeChannels,ObjectsBoundingBoxMinimumR,ObjectsBoundingBoxMinimumC,ObjectsBoundingBoxMaximumR,ObjectsBoundingBoxMaximumC,ObjectsCategory
199,7,0,f6fdf8b9c2112bf12f352c3b1144ca9f,/images/2cc3c4ad-670f-41b6-8910-0704cbc192ef.png,1200,1600,3,523,1027,627,1129,red blood cell
200,13,1,fd3602137c8bd0ae51b3beefe4b4ffb9,/images/b7d0ae11-a393-4aec-8f68-6ba07147f78a.png,1200,1600,3,753,1096,913,1219,trophozoite
200,55,1,fd3602137c8bd0ae51b3beefe4b4ffb9,/images/b7d0ae11-a393-4aec-8f68-6ba07147f78a.png,1200,1600,3,535,945,694,1061,trophozoite
200,33,0,fd3602137c8bd0ae51b3beefe4b4ffb9,/images/b7d0ae11-a393-4aec-8f68-6ba07147f78a.png,1200,1600,3,857,185,978,310,red blood cell
200,11,0,fd3602137c8bd0ae51b3beefe4b4ffb9,/images/b7d0ae11-a393-4aec-8f68-6ba07147f78a.png,1200,1600,3,893,726,1022,852,red blood cell
201,26,1,67535a437abacf3c858051ee3beb8cc4,/images/b7f1a1eb-c150-4456-9c47-e7db8a5cb77a.png,1200,1600,3,858,102,999,248,difficult
201,33,0,67535a437abacf3c858051ee3beb8cc4,/images/b7f1a1eb-c150-4456-9c47-e7db8a5cb77a.png,1200,1600,3,994,588,1142,698,red blood cell
202,78,1,cc59a56ff17efa079bd915d5b9b05b87,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1200,1600,3,441,203,535,396,trophozoite
202,79,1,cc59a56ff17efa079bd915d5b9b05b87,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1200,1600,3,0,1084,105,1258,trophozoite
202,80,1,cc59a56ff17efa079bd915d5b9b05b87,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1200,1600,3,86,1061,177,1221,trophozoite
202,81,1,cc59a56ff17efa079bd915d5b9b05b87,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1200,1600,3,237,892,385,1057,trophozoite
202,26,0,cc59a56ff17efa079bd915d5b9b05b87,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1200,1600,3,134,631,250,761,red blood cell
202,45,0,cc59a56ff17efa079bd915d5b9b05b87,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1200,1600,3,638,383,751,506,red blood cell
202,50,0,cc59a56ff17efa079bd915d5b9b05b87,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1200,1600,3,665,286,787,413,red blood cell
202,14,0,cc59a56ff17efa079bd915d5b9b05b87,/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1200,1600,3,939,509,1043,625,red blood cell
203,27,1,437689afb5493c893f552158df1f3dda,/images/16a51468-9f93-45df-9ae2-5a74c25c5a4b.png,1200,1600,3,263,395,400,539,schizont
203,3,0,437689afb5493c893f552158df1f3dda,/images/16a51468-9f93-45df-9ae2-5a74c25c5a4b.png,1200,1600,3,432,264,525,372,red blood cell
204,67,1,487d5566ea4614e671b37cbb4ad36381,/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1200,1600,3,122,573,253,724,trophozoite
204,83,1,487d5566ea4614e671b37cbb4ad36381,/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1200,1600,3,798,1471,916,1584,trophozoite
204,84,1,487d5566ea4614e671b37cbb4ad36381,/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1200,1600,3,836,54,963,172,trophozoite
204,85,1,487d5566ea4614e671b37cbb4ad36381,/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1200,1600,3,106,1,201,101,trophozoite
204,33,0,487d5566ea4614e671b37cbb4ad36381,/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1200,1600,3,828,783,924,895,red blood cell
204,13,0,487d5566ea4614e671b37cbb4ad36381,/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1200,1600,3,277,153,397,284,red blood cell
204,51,0,487d5566ea4614e671b37cbb4ad36381,/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1200,1600,3,460,1426,556,1513,red blood cell
204,81,0,487d5566ea4614e671b37cbb4ad36381,/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1200,1600,3,418,548,537,677,red blood cell
205,48,1,c0c886da52d09fb988ea883dde775e59,/images/06df7bbe-60d4-4f7c-ba4a-5a42ac4be91b.png,1200,1600,3,168,752,311,923,difficult
205,20,0,c0c886da52d09fb988ea883dde775e59,/images/06df7bbe-60d4-4f7c-ba4a-5a42ac4be91b.png,1200,1600,3,441,56,561,174,red blood cell
206,28,1,920045b03307f043222db5818a83dee5,/images/716273ea-19c4-49af-8604-df587b295eca.png,1200,1600,3,258,253,449,380,trophozoite
206,36,1,920045b03307f043222db5818a83dee5,/images/716273ea-19c4-49af-8604-df587b295eca.png,1200,1600,3,692,551,830,680,difficult
206,43,1,920045b03307f043222db5818a83dee5,/images/716273ea-19c4-49af-8604-df587b295eca.png,1200,1600,3,320,1330,509,1459,difficult
206,35,0,920045b03307f043222db5818a83dee5,/images/716273ea-19c4-49af-8604-df587b295eca.png,1200,1600,3,668,428,778,542,red blood cell
206,22,0,920045b03307f043222db5818a83dee5,/images/716273ea-19c4-49af-8604-df587b295eca.png,1200,1600,3,485,1178,604,1305,red blood cell
206,12,0,920045b03307f043222db5818a83dee5,/images/716273ea-19c4-49af-8604-df587b295eca.png,1200,1600,3,385,542,496,648,red blood cell
207,2,1,1b363bba7eb87fe9a51de63f18c4b8bf,/images/75579b27-8191-4044-859b-268be969c42b.png,1200,1600,3,394,1162,525,1346,schizont
207,23,0,1b363bba7eb87fe9a51de63f18c4b8bf,/images/75579b27-8191-4044-859b-268be969c42b.png,1200,1600,3,692,1088,821,1204,red blood cell
209,84,1,f675cef80c5dafb9ab5c87d0570904ba,/images/eb6e8684-b84e-483d-b835-f59286d2516b.png,1200,1600,3,715,205,814,336,ring
209,32,0,f675cef80c5dafb9ab5c87d0570904ba,/images/eb6e8684-b84e-483d-b835-f59286d2516b.png,1200,1600,3,590,482,699,583,red blood cell
210,29,1,bad73062037356234259c8bd9c393769,/images/75c243e2-610d-4d5a-bc5a-4c53d99d9ae9.png,1200,1600,3,762,1302,907,1445,difficult
210,30,0,bad73062037356234259c8bd9c393769,/images/75c243e2-610d-4d5a-bc5a-4c53d99d9ae9.png,1200,1600,3,814,203,927,320,red blood cell
211,9,1,5b59db6e92d4c98821d9b95b7e631d7c,/images/afa470d9-c74c-41cd-b4dc-7bf93fde8263.png,1200,1600,3,1022,120,1154,243,ring
211,20,0,5b59db6e92d4c98821d9b95b7e631d7c,/images/afa470d9-c74c-41cd-b4dc-7bf93fde8263.png,1200,1600,3,636,94,762,216,red blood cell
212,70,1,bc5f865db1e400ec739356c2f2a219fb,/images/d3dcdf92-9328-4796-adf4-918646877ba1.png,1200,1600,3,529,826,692,940,trophozoite
212,2,0,bc5f865db1e400ec739356c2f2a219fb,/images/d3dcdf92-9328-4796-adf4-918646877ba1.png,1200,1600,3,916,904,1037,1022,red blood cell
213,21,1,219d5420da369b46a62b67fd560ad985,/images/21a50e4c-b750-46b5-801f-5429ede7dea9.png,1200,1600,3,848,929,991,1079,trophozoite
213,14,0,219d5420da369b46a62b67fd560ad985,/images/21a50e4c-b750-46b5-801f-5429ede7dea9.png,1200,1600,3,1035,1050,1148,1176,red blood cell
214,71,1,ca52ee4c9e9acdd8ccc2bbf0eafcb454,/images/143f5959-5b6d-4f95-bcee-9e110450fc22.png,1200,1600,3,550,703,670,799,ring
214,75,0,ca52ee4c9e9acdd8ccc2bbf0eafcb454,/images/143f5959-5b6d-4f95-bcee-9e110450fc22.png,1200,1600,3,903,994,1024,1102,red blood cell
215,31,1,f04eb9a56daad84ad7f5061b5183e79f,/images/a30da226-b452-408a-a556-bfae4d521464.png,1200,1600,3,327,1360,443,1484,trophozoite
215,52,1,f04eb9a56daad84ad7f5061b5183e79f,/images/a30da226-b452-408a-a556-bfae4d521464.png,1200,1600,3,771,249,877,394,trophozoite
215,54,1,f04eb9a56daad84ad7f5061b5183e79f,/images/a30da226-b452-408a-a556-bfae4d521464.png,1200,1600,3,943,616,1063,746,trophozoite
215,55,1,f04eb9a56daad84ad7f5061b5183e79f,/images/a30da226-b452-408a-a556-bfae4d521464.png,1200,1600,3,555,304,716,442,trophozoite
215,56,1,f04eb9a56daad84ad7f5061b5183e79f,/images/a30da226-b452-408a-a556-bfae4d521464.png,1200,1600,3,555,592,693,752,trophozoite
215,53,0,f04eb9a56daad84ad7f5061b5183e79f,/images/a30da226-b452-408a-a556-bfae4d521464.png,1200,1600,3,891,252,968,347,red blood cell
215,33,0,f04eb9a56daad84ad7f5061b5183e79f,/images/a30da226-b452-408a-a556-bfae4d521464.png,1200,1600,3,784,1165,892,1279,red blood cell
215,17,0,f04eb9a56daad84ad7f5061b5183e79f,/images/a30da226-b452-408a-a556-bfae4d521464.png,1200,1600,3,1036,1066,1145,1168,red blood cell
215,8,0,f04eb9a56daad84ad7f5061b5183e79f,/images/a30da226-b452-408a-a556-bfae4d521464.png,1200,1600,3,440,1309,572,1434,red blood cell
215,57,0,f04eb9a56daad84ad7f5061b5183e79f,/images/a30da226-b452-408a-a556-bfae4d521464.png,1200,1600,3,410,1188,510,1299,red blood cell
216,35,1,be1b6e949aa04ff0ce6b01cc9d56bdc4,/images/e0e6b676-c39c-4542-8adf-de257a8e92e2.png,1200,1600,3,514,804,689,911,schizont
216,6,0,be1b6e949aa04ff0ce6b01cc9d56bdc4,/images/e0e6b676-c39c-4542-8adf-de257a8e92e2.png,1200,1600,3,259,1030,374,1148,red blood cell
217,46,1,eb68593a4bfaf89d179ea6342daff13c,/images/97eff653-3908-4e66-931f-eab36bc336c8.png,1200,1600,3,340,1052,506,1176,difficult
217,33,0,eb68593a4bfaf89d179ea6342daff13c,/images/97eff653-3908-4e66-931f-eab36bc336c8.png,1200,1600,3,406,504,522,615,red blood cell
218,20,1,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,972,882,1165,1074,trophozoite
218,21,1,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,23,354,163,517,trophozoite
218,23,1,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,449,297,573,381,trophozoite
218,24,1,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,480,136,619,299,trophozoite
218,25,1,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,150,1244,283,1355,trophozoite
218,26,1,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,551,1398,678,1557,trophozoite
218,27,1,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,175,607,326,759,trophozoite
218,28,1,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,349,755,485,925,trophozoite
218,29,1,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,444,712,594,866,trophozoite
218,40,1,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,757,657,888,820,trophozoite
218,41,1,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,963,682,1106,848,trophozoite
218,18,0,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,965,592,1067,689,red blood cell
218,7,0,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,840,1413,959,1543,red blood cell
218,39,0,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,752,795,843,904,red blood cell
218,10,0,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,244,1108,332,1213,red blood cell
218,3,0,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,392,1012,488,1106,red blood cell
218,31,0,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,95,1065,188,1181,red blood cell
218,16,0,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,786,1154,875,1253,red blood cell
218,38,0,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,666,773,764,886,red blood cell
218,17,0,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,877,1104,988,1197,red blood cell
218,36,0,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,499,807,598,929,red blood cell
218,49,0,02ee4fc0c6c4a3b316782d3496045be8,/images/72732579-a812-4496-b2dd-ea1556924337.png,1200,1600,3,61,752,163,854,red blood cell
219,36,1,60b8d8960d8c2e292148da597fb39389,/images/c147584d-4c61-412a-bdaf-b02b22c18708.png,1200,1600,3,1009,421,1155,544,schizont
219,43,1,60b8d8960d8c2e292148da597fb39389,/images/c147584d-4c61-412a-bdaf-b02b22c18708.png,1200,1600,3,736,1023,903,1167,difficult
219,49,1,60b8d8960d8c2e292148da597fb39389,/images/c147584d-4c61-412a-bdaf-b02b22c18708.png,1200,1600,3,49,603,218,749,schizont
219,32,0,60b8d8960d8c2e292148da597fb39389,/images/c147584d-4c61-412a-bdaf-b02b22c18708.png,1200,1600,3,939,1477,1047,1590,red blood cell
219,26,0,60b8d8960d8c2e292148da597fb39389,/images/c147584d-4c61-412a-bdaf-b02b22c18708.png,1200,1600,3,770,52,890,165,red blood cell
219,51,0,60b8d8960d8c2e292148da597fb39389,/images/c147584d-4c61-412a-bdaf-b02b22c18708.png,1200,1600,3,297,752,407,855,red blood cell
221,3,1,b931432d53af7e54bd6d0fc20a6a88dd,/images/27cdd837-e40f-491e-8adb-61e493189832.png,1200,1600,3,688,1254,833,1413,trophozoite
221,6,1,b931432d53af7e54bd6d0fc20a6a88dd,/images/27cdd837-e40f-491e-8adb-61e493189832.png,1200,1600,3,733,302,876,427,difficult
221,23,0,b931432d53af7e54bd6d0fc20a6a88dd,/images/27cdd837-e40f-491e-8adb-61e493189832.png,1200,1600,3,446,1221,572,1338,red blood cell
221,14,0,b931432d53af7e54bd6d0fc20a6a88dd,/images/27cdd837-e40f-491e-8adb-61e493189832.png,1200,1600,3,628,344,746,447,red blood cell
222,32,1,96e09773451acffffc0107aa20de97e5,/images/effd6334-516f-4d48-9f3c-5272a99780fb.png,1200,1600,3,80,1165,194,1268,ring
222,37,0,96e09773451acffffc0107aa20de97e5,/images/effd6334-516f-4d48-9f3c-5272a99780fb.png,1200,1600,3,663,605,777,717,red blood cell
223,47,1,119d1cc1fab7aa2726ec9e8307b809e9,/images/f4a27dfd-4c52-459f-96b5-ee6b452a3395.png,1200,1600,3,210,141,416,254,schizont
223,19,0,119d1cc1fab7aa2726ec9e8307b809e9,/images/f4a27dfd-4c52-459f-96b5-ee6b452a3395.png,1200,1600,3,885,1128,1001,1240,red blood cell
225,43,1,b17a8a2b3c52a738af70b8f44e102c25,/images/f06ba705-5509-479b-8067-127ffb37c5b6.png,1200,1600,3,384,988,547,1153,difficult
225,2,0,b17a8a2b3c52a738af70b8f44e102c25,/images/f06ba705-5509-479b-8067-127ffb37c5b6.png,1200,1600,3,503,409,633,522,red blood cell
226,32,1,777e34cf99b02e5044668f18b01c4f67,/images/1ecb0405-a6e9-4485-819e-2fbbf2b718aa.png,1200,1600,3,180,129,349,267,trophozoite
226,33,1,777e34cf99b02e5044668f18b01c4f67,/images/1ecb0405-a6e9-4485-819e-2fbbf2b718aa.png,1200,1600,3,263,584,406,702,trophozoite
226,34,1,777e34cf99b02e5044668f18b01c4f67,/images/1ecb0405-a6e9-4485-819e-2fbbf2b718aa.png,1200,1600,3,439,862,603,1003,trophozoite
226,35,1,777e34cf99b02e5044668f18b01c4f67,/images/1ecb0405-a6e9-4485-819e-2fbbf2b718aa.png,1200,1600,3,451,1305,627,1476,trophozoite
226,43,0,777e34cf99b02e5044668f18b01c4f67,/images/1ecb0405-a6e9-4485-819e-2fbbf2b718aa.png,1200,1600,3,642,438,746,539,red blood cell
226,20,0,777e34cf99b02e5044668f18b01c4f67,/images/1ecb0405-a6e9-4485-819e-2fbbf2b718aa.png,1200,1600,3,74,864,183,977,red blood cell
226,10,0,777e34cf99b02e5044668f18b01c4f67,/images/1ecb0405-a6e9-4485-819e-2fbbf2b718aa.png,1200,1600,3,690,1436,817,1554,red blood cell
226,49,0,777e34cf99b02e5044668f18b01c4f67,/images/1ecb0405-a6e9-4485-819e-2fbbf2b718aa.png,1200,1600,3,411,759,516,864,red blood cell
227,109,1,d76bb55b283f579d7c0d450bd9ab3ed9,/images/640c4a52-3742-4f57-aee3-9e3dc0887622.png,1200,1600,3,649,852,798,988,trophozoite
227,110,1,d76bb55b283f579d7c0d450bd9ab3ed9,/images/640c4a52-3742-4f57-aee3-9e3dc0887622.png,1200,1600,3,427,288,583,386,trophozoite
227,51,0,d76bb55b283f579d7c0d450bd9ab3ed9,/images/640c4a52-3742-4f57-aee3-9e3dc0887622.png,1200,1600,3,293,122,392,219,red blood cell
227,178,0,d76bb55b283f579d7c0d450bd9ab3ed9,/images/640c4a52-3742-4f57-aee3-9e3dc0887622.png,1200,1600,3,923,517,1029,610,red blood cell
229,23,1,3657cb85a04473e77ada90f45e7bc847,/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,1200,1600,3,608,303,741,447,trophozoite
229,47,1,3657cb85a04473e77ada90f45e7bc847,/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,1200,1600,3,94,152,225,276,trophozoite
229,64,1,3657cb85a04473e77ada90f45e7bc847,/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,1200,1600,3,999,696,1106,859,trophozoite
229,65,1,3657cb85a04473e77ada90f45e7bc847,/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,1200,1600,3,920,1326,1045,1428,difficult
229,7,0,3657cb85a04473e77ada90f45e7bc847,/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,1200,1600,3,1048,1182,1154,1301,red blood cell
229,50,0,3657cb85a04473e77ada90f45e7bc847,/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,1200,1600,3,245,1229,338,1330,red blood cell
229,14,0,3657cb85a04473e77ada90f45e7bc847,/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,1200,1600,3,399,799,504,904,red blood cell
229,4,0,3657cb85a04473e77ada90f45e7bc847,/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,1200,1600,3,933,1178,1050,1298,red blood cell
230,18,1,232ed6e1e80922e09be8b09692f3b318,/images/e36cb882-c6d0-4467-812e-d18c169a9a47.png,1200,1600,3,782,215,906,328,trophozoite
230,34,0,232ed6e1e80922e09be8b09692f3b318,/images/e36cb882-c6d0-4467-812e-d18c169a9a47.png,1200,1600,3,137,836,235,939,red blood cell
231,7,1,499686667d539a7b3973672e51f9ff0e,/images/b21f6c6e-4b45-407a-b4c7-034a115f3ee4.png,1200,1600,3,891,62,1028,210,ring
231,25,1,499686667d539a7b3973672e51f9ff0e,/images/b21f6c6e-4b45-407a-b4c7-034a115f3ee4.png,1200,1600,3,552,209,669,315,trophozoite
231,34,1,499686667d539a7b3973672e51f9ff0e,/images/b21f6c6e-4b45-407a-b4c7-034a115f3ee4.png,1200,1600,3,250,1268,432,1386,trophozoite
231,60,0,499686667d539a7b3973672e51f9ff0e,/images/b21f6c6e-4b45-407a-b4c7-034a115f3ee4.png,1200,1600,3,751,1161,858,1264,red blood cell
231,67,0,499686667d539a7b3973672e51f9ff0e,/images/b21f6c6e-4b45-407a-b4c7-034a115f3ee4.png,1200,1600,3,616,695,738,800,red blood cell
231,56,0,499686667d539a7b3973672e51f9ff0e,/images/b21f6c6e-4b45-407a-b4c7-034a115f3ee4.png,1200,1600,3,537,1236,644,1345,red blood cell
232,16,1,7eafb0025ea17cf7c34f4e06c47ff9ef,/images/a9feccda-18f2-405e-9aa1-409fa1f49fe4.png,1200,1600,3,837,233,961,358,ring
232,26,1,7eafb0025ea17cf7c34f4e06c47ff9ef,/images/a9feccda-18f2-405e-9aa1-409fa1f49fe4.png,1200,1600,3,50,924,174,1041,ring
232,28,1,7eafb0025ea17cf7c34f4e06c47ff9ef,/images/a9feccda-18f2-405e-9aa1-409fa1f49fe4.png,1200,1600,3,298,1155,433,1268,ring
232,29,0,7eafb0025ea17cf7c34f4e06c47ff9ef,/images/a9feccda-18f2-405e-9aa1-409fa1f49fe4.png,1200,1600,3,680,165,794,279,red blood cell
232,13,0,7eafb0025ea17cf7c34f4e06c47ff9ef,/images/a9feccda-18f2-405e-9aa1-409fa1f49fe4.png,1200,1600,3,1011,1277,1119,1374,red blood cell
232,25,0,7eafb0025ea17cf7c34f4e06c47ff9ef,/images/a9feccda-18f2-405e-9aa1-409fa1f49fe4.png,1200,1600,3,438,1171,534,1257,red blood cell
233,34,1,6fbe46698c5959ddce2f244609d6c53f,/images/c776eb78-3323-4571-b39f-7ffc73ae63ce.png,1200,1600,3,807,771,931,879,ring
233,47,0,6fbe46698c5959ddce2f244609d6c53f,/images/c776eb78-3323-4571-b39f-7ffc73ae63ce.png,1200,1600,3,302,1395,402,1501,red blood cell
234,27,1,e573c661506f02b07dc3d8121e1d3a3a,/images/8be185e7-2a1a-441c-a5c7-b50a9eb926cb.png,1200,1600,3,244,128,360,264,trophozoite
234,66,1,e573c661506f02b07dc3d8121e1d3a3a,/images/8be185e7-2a1a-441c-a5c7-b50a9eb926cb.png,1200,1600,3,401,1151,528,1290,trophozoite
234,3,0,e573c661506f02b07dc3d8121e1d3a3a,/images/8be185e7-2a1a-441c-a5c7-b50a9eb926cb.png,1200,1600,3,446,400,564,526,red blood cell
234,40,0,e573c661506f02b07dc3d8121e1d3a3a,/images/8be185e7-2a1a-441c-a5c7-b50a9eb926cb.png,1200,1600,3,495,665,620,781,red blood cell
235,15,1,2d1be1485957c68005f1d012ed6e015b,/images/64a678d4-9048-4491-90c7-1924f38be19a.png,1200,1600,3,569,318,743,464,trophozoite
235,43,0,2d1be1485957c68005f1d012ed6e015b,/images/64a678d4-9048-4491-90c7-1924f38be19a.png,1200,1600,3,823,1385,948,1485,red blood cell
236,49,1,ae2b4e7b121ade97a4c402740e0a4c51,/images/56551792-4aa1-4301-9f8f-8bfebcd20050.png,1200,1600,3,302,292,456,411,schizont
236,64,1,ae2b4e7b121ade97a4c402740e0a4c51,/images/56551792-4aa1-4301-9f8f-8bfebcd20050.png,1200,1600,3,327,1203,494,1322,schizont
236,68,1,ae2b4e7b121ade97a4c402740e0a4c51,/images/56551792-4aa1-4301-9f8f-8bfebcd20050.png,1200,1600,3,400,456,554,576,trophozoite
236,48,0,ae2b4e7b121ade97a4c402740e0a4c51,/images/56551792-4aa1-4301-9f8f-8bfebcd20050.png,1200,1600,3,1085,478,1200,593,red blood cell
236,2,0,ae2b4e7b121ade97a4c402740e0a4c51,/images/56551792-4aa1-4301-9f8f-8bfebcd20050.png,1200,1600,3,189,1276,308,1401,red blood cell
236,67,0,ae2b4e7b121ade97a4c402740e0a4c51,/images/56551792-4aa1-4301-9f8f-8bfebcd20050.png,1200,1600,3,68,758,184,877,red blood cell
237,110,1,c26c613858603bd5ed2735e3cd149192,/images/89f10192-d3dd-4996-a571-4c851dbdc983.png,1200,1600,3,220,419,366,581,trophozoite
237,173,0,c26c613858603bd5ed2735e3cd149192,/images/89f10192-d3dd-4996-a571-4c851dbdc983.png,1200,1600,3,404,277,505,370,red blood cell
238,13,1,2247e10eaa1dc87f1f65607794cfb5fd,/images/76dbce7f-dc3e-4a29-b1fe-ab9dce583080.png,1200,1600,3,797,1288,912,1403,ring
238,4,0,2247e10eaa1dc87f1f65607794cfb5fd,/images/76dbce7f-dc3e-4a29-b1fe-ab9dce583080.png,1200,1600,3,956,578,1089,690,red blood cell
240,10,1,c1e41c8e7567f84565e82fd8e8941ead,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1200,1600,3,62,130,170,238,leukocyte
240,38,1,c1e41c8e7567f84565e82fd8e8941ead,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1200,1600,3,437,1029,577,1174,difficult
240,46,1,c1e41c8e7567f84565e82fd8e8941ead,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1200,1600,3,1019,1102,1163,1229,difficult
240,48,1,c1e41c8e7567f84565e82fd8e8941ead,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1200,1600,3,809,700,958,875,trophozoite
240,50,1,c1e41c8e7567f84565e82fd8e8941ead,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1200,1600,3,883,911,1037,1014,trophozoite
240,51,1,c1e41c8e7567f84565e82fd8e8941ead,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1200,1600,3,421,823,546,971,trophozoite
240,4,0,c1e41c8e7567f84565e82fd8e8941ead,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1200,1600,3,288,599,392,712,red blood cell
240,27,0,c1e41c8e7567f84565e82fd8e8941ead,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1200,1600,3,613,395,726,503,red blood cell
240,75,0,c1e41c8e7567f84565e82fd8e8941ead,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1200,1600,3,738,779,845,898,red blood cell
240,15,0,c1e41c8e7567f84565e82fd8e8941ead,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1200,1600,3,334,914,453,1036,red blood cell
240,8,0,c1e41c8e7567f84565e82fd8e8941ead,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1200,1600,3,426,494,531,604,red blood cell
240,52,0,c1e41c8e7567f84565e82fd8e8941ead,/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1200,1600,3,1014,323,1104,423,red blood cell
241,75,1,0d7b44fdb6edd1cd8147864d81bae2a6,/images/21cc498b-8cb2-42ed-8f80-bfa27b86ef11.png,1200,1600,3,446,170,582,302,schizont
241,27,0,0d7b44fdb6edd1cd8147864d81bae2a6,/images/21cc498b-8cb2-42ed-8f80-bfa27b86ef11.png,1200,1600,3,500,786,628,894,red blood cell
242,39,1,4a729027a695cbbd9596ec867cc48b0d,/images/9f959520-e15e-45c2-bc29-ef3c19154d1c.png,1200,1600,3,229,793,354,933,trophozoite
242,41,1,4a729027a695cbbd9596ec867cc48b0d,/images/9f959520-e15e-45c2-bc29-ef3c19154d1c.png,1200,1600,3,824,1378,940,1523,trophozoite
242,62,1,4a729027a695cbbd9596ec867cc48b0d,/images/9f959520-e15e-45c2-bc29-ef3c19154d1c.png,1200,1600,3,476,230,617,350,trophozoite
242,68,1,4a729027a695cbbd9596ec867cc48b0d,/images/9f959520-e15e-45c2-bc29-ef3c19154d1c.png,1200,1600,3,883,491,1014,630,trophozoite
